,userid,playcounts,trackid,ratings
141,03e9a39b14d23aef5355ee78f8df91a5b1c3b655,2,TRAEHHJ12903CF492F,0.5
142,40aa2dda4d63cc7cfb78d573f51c8699c671cadb,15,TRAEHHJ12903CF492F,1.0
143,6c17c0d158e402e95f1354cf3430f27aa5521e92,5,TRAEHHJ12903CF492F,1.0
144,3d9fe22728af0700d16dc35b50ffa3ee2227741b,5,TRAEHHJ12903CF492F,1.0
145,6266799574262d97568eb24fe57193f551f790ca,2,TRAEHHJ12903CF492F,0.5
146,d2441dab1f7bd97a80eb781e4e80a8294bfb3946,5,TRAEHHJ12903CF492F,1.0
147,792896767ac015c9a6f2cbc42afeb43da08a0a87,4,TRAEHHJ12903CF492F,1.0
148,dd833af5a6cf1226ba27f9ec16dba76be9a5ff69,1,TRAEHHJ12903CF492F,0.0
149,a8a329943055eba3ac20da64c144678297b1ef31,1,TRAEHHJ12903CF492F,0.0
150,386d7ba37a143eeb649348ba536d1594b448e9da,1,TRAEHHJ12903CF492F,0.0
151,526ed0fb24e6d7b3a652a3a46f14e5ae79b38f65,17,TRAEHHJ12903CF492F,1.0
152,43819e8ff500e50d6f84d5c830f94b592225d25c,1,TRAEHHJ12903CF492F,0.0
153,d065775d14a9c96ec8e51447daf034fdbfba0b33,10,TRAEHHJ12903CF492F,1.0
154,f2ca3c5d0e8266eeff733d7b039378c520fabdd4,81,TRAEHHJ12903CF492F,1.0
155,f0ceb2565b7a17d0ee46b189cdaff833e14f3107,10,TRAEHHJ12903CF492F,1.0
156,d59ea5b7b4a8b772e7c80ed71e7da0d4da834a32,3,TRAEHHJ12903CF492F,1.0
157,27673c49db5c07eb015f2da9c041e93ebb625346,2,TRAEHHJ12903CF492F,1.0
158,601985876eaf16618d81fa5518e011c507346cb0,1,TRAEHHJ12903CF492F,0.0
159,5f29081ac29d43432a442df08caf98ba1b6c88cc,2,TRAEHHJ12903CF492F,0.0263157894736842
160,8f84fa34b5c18c333574cdb6b83c2cb7c616ae26,1,TRAEHHJ12903CF492F,0.0
161,afa1b453f1cb0e99acce0c2f02bc94fb477d8e8f,5,TRAEHHJ12903CF492F,1.0
162,33b7caabfdf28b72d4de7185dcc8308e1f8b25c7,4,TRAEHHJ12903CF492F,1.0
163,e10ee6b42553cd151aafe953cfe6226ee66d99ca,8,TRAEHHJ12903CF492F,1.0
164,6786e395db3e44f4b00c5cb79b655b7e4423195f,2,TRAEHHJ12903CF492F,0.0
165,2a05e960080e185a4865dbdfced458a889a7a4e4,48,TRAEHHJ12903CF492F,1.0
166,0a31d1c1a496217e48409e3b06d558bb50eade7b,28,TRAEHHJ12903CF492F,1.0
167,d802ce031b96951e12c538fc1e3e8be90b5a0a7a,1,TRAEHHJ12903CF492F,0.0
168,4db62946304a46c53809059166362113a9ab2866,2,TRAEHHJ12903CF492F,0.1666666666666666
169,4ace29feadc460e94f90ae35ed8549962ea6eeaf,1,TRAEHHJ12903CF492F,0.0
170,5df790bb8b1f98071a9ccc65796812ee3e537b5b,1,TRAEHHJ12903CF492F,0.0
171,ffa67f025a4f2e1409763c4d80b4f8bc55fd2ace,27,TRAEHHJ12903CF492F,1.0
172,3e5039b67cd79b4d8349941b8ea86bee3528f4ee,65,TRAEHHJ12903CF492F,1.0
173,fcacdd984a12a2423ff2a98005f9f09c0c56a89c,1,TRAEHHJ12903CF492F,0.0
174,17fed9be02bafc562ab73f8fa87bd38a54e5d1d3,3,TRAEHHJ12903CF492F,1.0
175,d4a585f6b9f49e5271a837b6e9773340657ff3a6,15,TRAEHHJ12903CF492F,1.0
176,d73d31ceb07adfa1df4037ded08cc0e78f4c516b,2,TRAEHHJ12903CF492F,0.2
177,d7aa037d74b7a27a1b6c14ed571a8e4f4a525dfa,4,TRAEHHJ12903CF492F,1.0
178,2adf9d11f9bfc6ca31adeaacf4f8d9f3bb81a4bd,13,TRAEHHJ12903CF492F,1.0
179,fd25004a5d982b3de45969bb8e676772d6425a85,5,TRAEHHJ12903CF492F,1.0
180,274ec1d4ce400ec1d39428230128a3c25c01537f,1,TRAEHHJ12903CF492F,0.0
181,d328931a56961f43aeb20e7534c83b3e07bfdc3c,4,TRAEHHJ12903CF492F,1.0
182,702f66ead73ef4792e461a4aaf983650b375dad1,1,TRAEHHJ12903CF492F,0.0
183,636662d18ce7f704601d352c45649d4deccd44d5,11,TRAEHHJ12903CF492F,1.0
184,52fefa6903aba7cb1a24a17a589385c398033f26,1,TRAEHHJ12903CF492F,0.0
185,f9ff1f0c534b69cb6632899500ef77a30b605ba1,1,TRAEHHJ12903CF492F,0.0
186,e6931e3494a181ca807f2db5270c8b3727479685,6,TRAEHHJ12903CF492F,1.0
187,fdb173771ce4a283cbc14d6fc0e47a4eb4a3ed1a,2,TRAEHHJ12903CF492F,0.25
188,472722b4f33707bb5dc6e10c362bd1705e33d240,1,TRAEHHJ12903CF492F,0.0
189,9d365c936ca04238639f9842e0705d3b3ab47096,10,TRAEHHJ12903CF492F,1.0
190,5b94febc4b68dd4177f0572d3140f051b5f058f1,5,TRAEHHJ12903CF492F,0.6666666666666666
191,74d9b76dd086cb6c5a194644ab4ed767212aed99,1,TRAEHHJ12903CF492F,0.0
192,7f530d39e0b65e37b60e006d566531f7ab657e8d,14,TRAEHHJ12903CF492F,1.0
193,797004f6d39d1815d9f93825336c5bd454f24b0e,1,TRAEHHJ12903CF492F,0.0
194,635c9924a91609ce43a03198c0d8da6e6d77819b,7,TRAEHHJ12903CF492F,1.0
195,0c0c4c2c654b30555e0d081b6103ba2601344e61,5,TRAEHHJ12903CF492F,0.3636363636363636
196,efb38e556d2bb1bcfa339a247a5e451e9a6399bf,1,TRAEHHJ12903CF492F,0.0
197,d9af4f6cbf8ec8e511724e92be63039e18799b65,5,TRAEHHJ12903CF492F,1.0
198,823294cbdcd285d709199eba4a5be210c4dc6c57,4,TRAEHHJ12903CF492F,1.0
199,5eea0a76dd0e9f1db637badc0d4a337ded6668c2,43,TRAEHHJ12903CF492F,1.0
200,1ddfd3b8cbd91e57a768cf133293cf8ce5a622f1,6,TRAEHHJ12903CF492F,1.0
201,b5c9e56be1edaa1342f4d8f6b0829ad9030887fd,13,TRAEHHJ12903CF492F,1.0
202,cff21116daa6af7719ed41e4b540feeaf5f31803,4,TRAEHHJ12903CF492F,1.0
203,b203e654c9350ffed361b1963f961857055935a1,10,TRAEHHJ12903CF492F,0.6153846153846154
204,eef7816060726182e02eb8aaba269c988cf87dbf,1,TRAEHHJ12903CF492F,0.0
205,f84b3feccb6531e255ba42de0dc2b19b52735977,10,TRAEHHJ12903CF492F,1.0
206,cb0b183f4411df32d6cc774eb6ed292984c70d41,1,TRAEHHJ12903CF492F,0.0
207,423718b9eff3b16d577ec53ea9286e9378478841,69,TRAEHHJ12903CF492F,1.0
208,cf7f599565576f0d0d64fba61227d32966601365,2,TRAEHHJ12903CF492F,1.0
209,ad111ae1cb7b653afe816a8a35c267ccb42cce35,2,TRAEHHJ12903CF492F,0.1428571428571428
210,c3c2c1e1c503c25b9b76250c7e215a6accaab577,3,TRAEHHJ12903CF492F,1.0
211,2d0ae9f21d2c44f0e1916160787546f6bf93713b,5,TRAEHHJ12903CF492F,1.0
212,99be65b1cb73ca6f955096f79c32be6d2a121688,10,TRAEHHJ12903CF492F,1.0
213,316110734d8da7478cc33237458814f770a9eb7a,10,TRAEHHJ12903CF492F,0.2727272727272727
214,be023306a8c105de765898f5527dbc344ed5ccb3,1,TRAEHHJ12903CF492F,0.0
215,2fc231bd85945993c1b97a7c74608d75e284b553,2,TRAEHHJ12903CF492F,1.0
216,4397b59731ce57b91cd77200467ab079ed028941,1,TRAEHHJ12903CF492F,0.0
217,dd13f17743c8f8f296e85f471c30dd32b87e8afc,4,TRAEHHJ12903CF492F,0.375
218,aeb9a670db14221b6db383ca1bd840b86f08a993,1,TRAEHHJ12903CF492F,0.0
219,ad9db9724b51dc15950f3889595b05506ef2225e,5,TRAEHHJ12903CF492F,1.0
220,404341951e4b80e5bcdf86ca86ef28b58c1027dc,16,TRAEHHJ12903CF492F,1.0
221,5d46128a258f19bac454cd1d4d187c0ed2f5aeb1,13,TRHTCXG12903CC2F60,1.0
222,cf5cf6addec8603e360418acdc534a3e9dac30e1,2,TRHTCXG12903CC2F60,1.0
223,d591ee5c42f8d04ba5ece1760374638f6ca4d2b6,1,TRHTCXG12903CC2F60,0.0
224,e24b8bced89e92bf27e468833aa0c955c4ed9efb,1,TRHTCXG12903CC2F60,0.0
225,292467b8cbbc5e9f42ce43bc3104349309064682,1,TRHTCXG12903CC2F60,0.0
226,9293204590b0dca779f40381a97e0955ada07e3a,1,TRHTCXG12903CC2F60,0.0
227,05357885ced400b80225a3d57ffd27c55110d65f,1,TRHTCXG12903CC2F60,0.0
228,8f946879eda6a18879d68564576b653ad649cd87,1,TRHTCXG12903CC2F60,0.0
229,b403855df7bebf9695287d5b1b0eb36c859677d3,2,TRHTCXG12903CC2F60,1.0
230,ab603ff2b7c50843814110c2a923dfce6849dc1a,1,TRHTCXG12903CC2F60,0.0
231,c682ee18b54c18e42258a5f7d62de211f6ea3516,3,TRHTCXG12903CC2F60,0.2857142857142857
232,d2ccc08f4926111295d49a4ebc90e836af8e3a39,8,TRHTCXG12903CC2F60,1.0
233,e49e0ffd3fc396113df842bba6e99f34c2ba27b2,2,TRHTCXG12903CC2F60,0.3333333333333333
234,c2c4a6d892230ce6304891206fb3ec4a56f64a60,3,TRHTCXG12903CC2F60,0.3333333333333333
235,3e154f655302a515efe03d9269f0843a012d60a2,1,TRHTCXG12903CC2F60,0.0
236,4423f461b688f2a0c8618f292715a90e88bcc2d7,2,TRHTCXG12903CC2F60,0.0263157894736842
237,52e15ad0688101aa0866ba90cf2a84b938317b9b,1,TRHTCXG12903CC2F60,0.0
238,826316aca97d9ea8a679c4e22cce52d876fb7f42,1,TRHTCXG12903CC2F60,0.0
239,3a5531ee5d85c49ce5df920441d5fae01d038df1,2,TRHTCXG12903CC2F60,0.2
240,2bd7b216794b70fa3ab8770a1aa35e2cae3bbc3c,13,TRHTCXG12903CC2F60,1.0
241,13c0bc27d6e1d1d5d5d22c8a6dc47c4034b126d5,5,TRHTCXG12903CC2F60,1.0
242,4b3238e1265d504f26d7c4ac11d2c30cc5ed31ed,3,TRHTCXG12903CC2F60,0.0
243,b32f0bcb248df6262c4372baf382fb7a7c94c07f,2,TRHTCXG12903CC2F60,0.1
244,01b034d3ead54605aee0b48a01c07129569fb322,2,TRHTCXG12903CC2F60,0.1666666666666666
245,57d78f780aa0725b6818ce760c9285e0e9119e73,1,TRHTCXG12903CC2F60,0.0
246,2fa140cd58bb0416568351c09584df0c2115660b,1,TRHTCXG12903CC2F60,0.0
247,cb2fadf1f508d5357fe4a6b16465618718a6634a,13,TRHTCXG12903CC2F60,1.0
248,86a6cb1ffb3d614ac68aee425f77bddd579d69cd,1,TRHTCXG12903CC2F60,0.0
249,dfb5941c5c93d281cefa5f4b23f6321a6479338a,6,TRHTCXG12903CC2F60,0.3
250,567aaec4c3d1805dc50bcb8ef92d6d2cb0958df2,1,TRHTCXG12903CC2F60,0.0
251,8a96ed3f8df1dc18c0f3acd5f5b924d9f4e89281,3,TRHTCXG12903CC2F60,0.5
252,6106aa8bd244e2fd1c285bf11f44d434cff08c88,1,TRHTCXG12903CC2F60,0.0
253,089b2135fae783120b36b77e974afac9e152df44,1,TRHTCXG12903CC2F60,0.0
254,dccbccf6e6751862eb2cbb8dd7d000cc040e0d81,2,TRHTCXG12903CC2F60,1.0
255,2aeeed0475ee55470a6fe87245e55e0acdd21987,1,TRHTCXG12903CC2F60,0.0
256,e792809d404371713394951016028c3de1e73b2b,2,TRHTCXG12903CC2F60,0.3333333333333333
257,8187d8d0c34c254853b1b39fc9b080a164b77569,2,TRHTCXG12903CC2F60,0.1666666666666666
258,178379607b3a23c50f8316bcbde0d9377b9a3fcc,3,TRHTCXG12903CC2F60,0.2
259,764a77ea581f338270a65f65425f8bfb5971a9ef,1,TRHTCXG12903CC2F60,0.0
260,76314213de4ecc57a6e20e6af32f4004eaf98bdc,4,TRHTCXG12903CC2F60,0.1111111111111111
261,f29adf1c67d0265edf5c351b0e01f97a35bac98a,1,TRHTCXG12903CC2F60,0.0
262,9a9db8a21c1f609cbed05ce2279769bd8e5c2ec2,1,TRHTCXG12903CC2F60,0.0
263,34ce6abb05ac65e8ff98856778e574a3b415bebd,2,TRHTCXG12903CC2F60,0.2
264,013e798510337164b03d7f91aeb97c21fb26385a,8,TRHTCXG12903CC2F60,0.0
265,201d08aaef125229c572f26ca44c388f97d063c4,1,TRHTCXG12903CC2F60,0.0
266,e232019ea068bc897bfb20e349fbe58c1e41027c,1,TRHTCXG12903CC2F60,0.0
267,3d351a654805a0b0ddaec7ba17424bf3ce793d1c,2,TRHTCXG12903CC2F60,0.027027027027027
268,4e839ac585410c56eb288e16c25e0d7f6c0c81e6,1,TRHTCXG12903CC2F60,0.0
269,b2e569f9d94576d5225e1916449d07da9729a3b7,2,TRHTCXG12903CC2F60,0.3333333333333333
270,fdcddcca68de2d92728a3262505078f94ba7fc86,10,TRHTCXG12903CC2F60,1.0
271,13eaa099f2380196399b11ebd8defde88f30f324,1,TRHTCXG12903CC2F60,0.0
272,1e4ea218cc66919f2c48cb66cce70acbc13d146a,1,TRHTCXG12903CC2F60,0.0
273,a73903269e3c4d1054da47c0f746038228bcd9a7,7,TRHTCXG12903CC2F60,0.6666666666666666
